,FS,MC,VG,name,annotation,model
BSU06430,False,True,True,purK,N5-carboxyaminoimidazole ribonucleotide synthase,S_Nucleotides_and_nucleic_acids
BSU06520,False,True,True,purH,fused phosphoribosylaminoimidazole carboxy formyl formyltransferase; inosine-monophosphate cyclohydrolase,S_Nucleotides_and_nucleic_acids
BSU06530,False,True,True,purD,phosphoribosylglycinamide synthetase,S_Nucleotides_and_nucleic_acids
BSU06460,False,True,True,purS,factor required for phosphoribosylformylglycinamidine synthetase activityphosphoribosylformylglycinamidine synthetase,
BSU12290,False,False,False,ndh,NADH dehydrogenase,S_Membrane_bioenergetics
BSU13580,False,False,False,mtnE,2-oxo-4-methylthiobutanoate-glutamine aminotransferase,S_Amino_acids_and_related_molecules
BSU28470,False,False,False,lysCA,aspartokinase II alpha subunit (aa 1->408),S_Amino_acids_and_related_molecules
BSU04520,False,False,False,ydbM,putative acyl-CoA dehydrogenase,S_Lipids
BSU35790,False,False,False,pmiA,mannose-6-phosphate isomerase (active on aldose substrates with hydroxyl groups oriented in the same direction at the C-2 and C-3 positions as in mannose),S_Carbohydrates_and_related_molecules
BSU37780,False,False,False,rocA,delta-1-pyrroline-5 carboxylate dehydrogenase,S_Amino_acids_and_related_molecules
BSU14870,False,False,False,ctaA,heme <i>a</i> synthase,S_Membrane_bioenergetics
BSU03900,False,False,False,gabT,4-aminobutyrate aminotransferase,S_Amino_acids_and_related_molecules
BSU03910,False,False,False,gabD,succinate-semialdehyde dehydrogenase,S_Amino_acids_and_related_molecules
BSU18450,False,False,False,gltA,"glutamate synthase (large subunit, NADP-dependent)glutamate synthase",S_Amino_acids_and_related_molecules
BSU30320,True,True,True,leuS,leucyl-tRNA synthetase,Expression
BSU18440,False,False,False,gltB,"glutamate synthaseglutamate synthase (small subunit, NADP-dependent)",S_Amino_acids_and_related_molecules
BSU00120,False,False,False,pdxT,"glutamine amidotransferase for pyridoxal phosphate synthesis; pyridoxal 5'-phosphate synthase complex, glutamine amidotransferase subunit PdxTpyridoxal 5'-phosphate synthase complex",S_Coenzymes_and_prosthetic_groups
BSU00110,False,False,False,pdxS,"pyridoxal 5'-phosphate synthase complexglutamine amidotransferase for pyridoxal phosphate synthesis; pyridoxal 5'-phosphate synthase complex, synthase subunit",S_Coenzymes_and_prosthetic_groups
BSU29750,False,False,True,aroX,bifunctional chorismate mutase type II-isozyme 3 (regulatory domain); 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,S_Amino_acids_and_related_molecules
BSU39980,False,False,False,qdoI,quercetin dioxygenase,S_Carbohydrates_and_related_molecules
BSU25710,False,False,False,cwlH,N-acetylmuramoyl-L-alanine amidase,S_Cell_wall
BSU21680,False,False,False,msrB,peptide methionine R-sulfoxide reductase,S_Amino_acids_and_related_molecules
BSU27120,False,False,False,sigV,"RNA polymerase ECF(extracytoplasmic function)-type sigma factor (sigma(V))RNA polymerase, &sigma;V",Expression
BSU30300,False,False,False,melA,alpha-D-galactoside galactohydrolase,S_Carbohydrates_and_related_molecules
BSU00980,False,False,False,sigH,"RNA polymerase sigma-30 factor (sigma(H))RNA polymerase, &sigma;H",Expression
BSU35920,False,False,False,rbsK,ribokinase,S_Carbohydrates_and_related_molecules
BSU30830,False,False,False,menF,menaquinone-specific isochorismate synthase,S_Coenzymes_and_prosthetic_groups
BSU14540,True,True,True,rnpZA,"RNA polymerase, &sigma;VRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;KRNA polymerase, &sigma;WRNA polymerase (epsilon subunit)RNA polymerase, &sigma;IRNA polymerase, ECF-type &sigma;RNA polymerase, &sigma;BRNA polymerase, &sigma;XRNA polymerase, core enzymeRNA polymerase, &sigma;ARNA polymerase, &sigma;ZRNA polymerase, &sigma;ERNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;GRNA polymerase, &sigma;YRNA polymerase, &sigma;HRNA polymerase, &sigma;DRNA polymerase, &sigma;L",Expression
BSU30790,False,False,True,menE,O-succinylbenzoyl-CoA synthetase,S_Coenzymes_and_prosthetic_groups
BSU30820,False,False,True,menD,2-oxoglutarate decarboxylase and 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1- carboxylic-acid synthase,S_Coenzymes_and_prosthetic_groups
BSU30800,False,False,True,menB,"1,4-dihydroxy-2-naphthoyl-CoA synthase",S_Coenzymes_and_prosthetic_groups
BSU30780,False,False,True,menC,<i>o</i>-succinylbenzoate synthase,S_Coenzymes_and_prosthetic_groups
BSU14530,True,True,True,rnjA,RNase J complexribonuclease J1,Expression
BSU38020,False,False,False,pdxK,"pyridoxine, pyridoxal, and pyridoxamine kinase",S_Coenzymes_and_prosthetic_groups
BSU22620,False,True,True,hisC,histidinol-phosphate aminotransferase; tyrosine/phenylalanine aminotransferase (promiscuous),S_Amino_acids_and_related_molecules
BSU22610,False,False,True,tyrA,prephenate dehydrogenase,S_Amino_acids_and_related_molecules
BSU22680,False,True,True,trpE,anthranilate synthase,S_Amino_acids_and_related_molecules
BSU22640,False,True,True,trpB,tryptophan synthasetryptophan synthase (beta subunit),S_Amino_acids_and_related_molecules
BSU22650,False,True,True,trpF,phosphoribosylanthranilate isomerase,S_Amino_acids_and_related_molecules
BSU22660,False,True,True,trpC,indole-3-glycerol phosphate synthase,S_Amino_acids_and_related_molecules
BSU22630,False,True,True,trpA,tryptophan synthase (alpha subunit)tryptophan synthase,S_Amino_acids_and_related_molecules
BSU22670,False,True,True,trpD,anthranilate phosphoribosyltransferase,S_Amino_acids_and_related_molecules
BSU22600,False,False,True,aroA,3-phosphoshikimate 1-carboxyvinyltransferase (5-enolpyruvoylshikimate-3-phosphate synthase),S_Amino_acids_and_related_molecules
BSU28310,False,False,False,ilvB,acetohydroxy-acid synthase (large subunit)acetolactate synthase (acetohydroxy-acid synthase),S_Amino_acids_and_related_molecules
BSU28270,False,False,True,leuB,3-isopropylmalate dehydrogenase,S_Amino_acids_and_related_molecules
BSU28250,False,False,True,leuD,isopropylmalate dehydratase3-isopropylmalate dehydratase (small subunit),S_Amino_acids_and_related_molecules
BSU28280,False,False,True,leuA,2-isopropylmalate synthase,S_Amino_acids_and_related_molecules
BSU28290,False,True,True,ilvC,acetohydroxy-acid isomeroreductase (NADP-dependent),S_Amino_acids_and_related_molecules
BSU06030,True,True,True,groEL,chaperoninchaperonin large subunit,Expression
BSU06020,True,True,True,groES,chaperoninchaperonin small subunit,Expression
BSU28260,False,False,True,leuC,isopropylmalate dehydratase3-isopropylmalate dehydratase (large subunit),S_Amino_acids_and_related_molecules
BSU01050,True,True,True,rplL,ribosomal protein L12 (BL9),Expression
BSU01040,True,True,True,rplJ,ribosomal protein L10 (BL5),Expression
BSU39670,False,False,False,iolJ,2-deoxy-5-keto-D-gluconic acid 6-phosphate aldolase,S_Carbohydrates_and_related_molecules
BSU39720,False,False,False,iolE,scyllo-inosose dehydratase,S_Carbohydrates_and_related_molecules
BSU39740,False,False,False,iolC,2-deoxy-5-keto-D-gluconic acid kinase,S_Carbohydrates_and_related_molecules
BSU29180,False,False,False,pyk,pyruvate kinase,S_Carbohydrates_and_related_molecules
BSU39750,False,False,False,iolB,5-deoxy-D-glucuronate isomerase,S_Carbohydrates_and_related_molecules
BSU39700,False,False,False,iolG,myo-inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenaseinositol dehydrogenase,S_Carbohydrates_and_related_molecules
BSU39730,False,False,False,iolD,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase",S_Carbohydrates_and_related_molecules
BSU39760,False,False,False,iolA,(methyl)malonate-semialdehyde dehydrogenase(methyl)malonate-semialdehyde dehydrogenase monomer,S_Amino_acids_and_related_molecules
BSU03930,False,False,False,gdh,forespore glucose 1-dehydrogenase,S_Carbohydrates_and_related_molecules
BSU10270,False,False,False,lcfB,long-chain fatty-acid-CoA ligase (degradative),S_Lipids
BSU12910,False,False,False,proCC,pyrroline-5-carboxylate reductase ProGredundant pyrroline-5-carboxylate reductase,S_Amino_acids_and_related_molecules
BSU40320,False,False,False,argI,arginase,S_Amino_acids_and_related_molecules
BSU04340,False,False,False,poxB,acetyl-phosphate generating pyruvate oxidase,S_Carbohydrates_and_related_molecules
BSU40340,False,False,False,rocD,ornithine aminotransferase,S_Amino_acids_and_related_molecules
BSU35620,False,False,False,lytC,N-acetylmuramoyl-L-alanine amidase (major autolysin),S_Cell_wall
BSU26390,False,True,True,sigKc,"RNA polymerase, &sigma;KRNA polymerase sporulation-specific sigma factor (pro-&sigma;K)RNA polymerase sporulation-specific sigma-K factor precursor (Sigma-27) (C-terminal fragment)",Expression
BSU25760,False,True,True,sigKn,"RNA polymerase sporulation-specific sigma-K factor precursor (Sigma-27) (N-terminal half)RNA polymerase, &sigma;KRNA polymerase sporulation-specific sigma factor (pro-&sigma;K)",Expression
BSU31350,False,False,False,pgi,glucose-6-phosphate isomerase,S_Carbohydrates_and_related_molecules
BSU29190,True,True,True,pfkA,6-phosphofructokinase,S_Carbohydrates_and_related_molecules
BSU24310,True,True,True,folD,methylenetetrahydrofolate dehydrogenase; methenyltetrahydrofolate cyclohydrolase,S_Coenzymes_and_prosthetic_groups
BSU25200,True,True,True,sigA,"RNA polymerase, &sigma;ARNA polymerase major sigma-43 factor (sigma-A)",Expression
BSU35660,True,False,True,mnaA,UDP-<i>N</i>-acetylglucosamine 2-epimerase,S_Carbohydrates_and_related_molecules
BSU02090,False,False,False,ybxI,exported beta-lactamase,S_Other_function
BSU22960,False,False,False,gudB,cryptic glutamate dehydrogenase (active after removal of a 9 bp insert),S_Amino_acids_and_related_molecules
BSU28850,True,True,True,rplT,ribosomal protein L20,Expression
BSU13550,False,False,False,mtnA,methylthioribose-1-phosphate isomerase (methionine salvage pathway),S_Amino_acids_and_related_molecules
BSU13560,False,False,False,mtnK,"methylthioribose kinase (methionine salvage pathway, promiscuous)",S_Amino_acids_and_related_molecules
BSU07830,False,False,False,hypO,NAD(P)H-flavin oxidoreductase (nitroreductase),S_Membrane_bioenergetics
BSU28860,True,True,True,rpmI,ribosomal protein L35,Expression
BSU28870,True,True,True,infC,initiation factor IF-3,Expression
BSU41060,True,True,True,rpmH,ribosomal protein L34,Expression
BSU32460,False,False,False,pucM,5-hydroxyisourate hydrolase; also uricase subunit,S_Nucleotides_and_nucleic_acids
BSU32450,False,False,False,pucL,urate oxidase with peroxide reductase N-terminal domain,S_Nucleotides_and_nucleic_acids
BSU12020,False,False,False,manA,mannose-6 phosphate isomerase; cupin family,S_Carbohydrates_and_related_molecules
BSU16920,True,False,True,pgsA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,S_Lipids
BSU03010,False,False,False,amhX,putative amidohydrolase,S_Coenzymes_and_prosthetic_groups
BSU17890,False,False,True,tktA,transketolase,S_Carbohydrates_and_related_molecules
BSU39420,False,False,False,deoC,deoxyribose-phosphate aldolase,S_Nucleotides_and_nucleic_acids
BSU39400,False,False,False,pdp,pyrimidine-nucleoside phosphorylase,S_Nucleotides_and_nucleic_acids
BSU15990,True,True,True,rpsP,ribosomal protein S16 (BS17),Expression
BSU38190,False,False,False,galT,galactose-1-phosphate uridyltransferase,S_Carbohydrates_and_related_molecules
BSU36650,False,False,False,ureB,urease (beta subunit)urease,S_Amino_acids_and_related_molecules
BSU38200,False,False,False,galK,galactokinase,S_Carbohydrates_and_related_molecules
BSU36660,False,False,False,ureA,ureaseurease (gamma subunit),S_Amino_acids_and_related_molecules
BSU36640,False,False,False,ureC,urease (alpha subunit)urease,S_Amino_acids_and_related_molecules
BSU38560,False,False,False,licH,6-phospho-beta-glucosidase,S_Carbohydrates_and_related_molecules
BSU01530,False,False,False,cwlD,N-acetylmuramoyl-L-alanine amidase,S_Cell_wall
BSU09300,False,False,False,glpD,sn-glycerol-3-phosphate oxidase (FAD-dependent),S_Carbohydrates_and_related_molecules
BSU35670,True,False,True,gtaB,UTP-glucose-1-phosphate uridylyltransferase,S_Cell_wall
BSU23490,False,False,False,pupG,purine nucleoside phosphorylase,S_Nucleotides_and_nucleic_acids
BSU23500,False,False,False,deoB,"1,5-phosphopentomutase",S_Nucleotides_and_nucleic_acids
BSU16470,False,False,False,sigD,"RNA polymerase sigma-28 factor (sigma-D)RNA polymerase, &sigma;D",Expression
BSU23840,True,True,True,rnz,ribonuclease Z,Expression
BSU09520,False,False,False,sigM,"RNA polymerase, &sigma;MRNA polymerase ECF (extracytoplasmic function)-type sigma factor (sigma(M))",Expression
BSU38980,False,False,False,scoB,succinyl CoA:3-oxoacid CoA-transferasesuccinyl CoA:3-oxoacid CoA-transferase (subunit B),S_Carbohydrates_and_related_molecules
BSU37790,False,False,False,rocG,glutamate dehydrogenase,S_Amino_acids_and_related_molecules
BSU38990,False,False,False,scoA,acetoacetyl CoA-transferase (subunit A)succinyl CoA:3-oxoacid CoA-transferase,S_Carbohydrates_and_related_molecules
BSU25070,False,False,True,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase),S_Lipids
BSU05860,False,False,False,gmuE,ATP-dependent fructose kinaseROK fructokinase; glucomannan utilization protein E,S_Carbohydrates_and_related_molecules
BSU00150,False,False,False,dgk,deoxyguanosine kinase,S_Nucleotides_and_nucleic_acids
BSU00140,False,False,False,dck,deoxyadenosine/deoxycytidine kinase,S_Nucleotides_and_nucleic_acids
BSU39350,False,False,False,hutH,histidine ammonia-lyase (histidase),S_Amino_acids_and_related_molecules
BSU39370,False,False,False,hutI,imidazolone-5-propionate hydrolase,S_Amino_acids_and_related_molecules
BSU39360,False,False,False,hutU,urocanase,S_Amino_acids_and_related_molecules
BSU39380,False,False,False,hutG,formiminoglutamate hydrolase,S_Amino_acids_and_related_molecules
BSU08070,False,False,False,acoB,acetoin dehydrogenase E1 component (TPP-dependent beta subunit)acetoin dehydrogenase E1,S_Carbohydrates_and_related_molecules
BSU08060,False,False,False,acoA,acetoin dehydrogenase E1acetoin dehydrogenase E1 component (TPP-dependent alpha subunit),S_Carbohydrates_and_related_molecules
BSU08090,False,False,False,acoL,acetoin dehydrogenase E1acetoin dehydrogenase E3 component (dihydrolipoamide dehydrogenase),
BSU08080,False,False,False,acoC,acetoin dehydrogenase E1acetoin dehydrogenase E2 component (dihydrolipoamide acetyltransferase),
BSU30550,True,True,True,metK,S-adenosylmethionine synthetase,S_Amino_acids_and_related_molecules
BSU33440,False,True,True,cysJ,sulfite reductaseassimilatory sulfite reductase (flavoprotein alpha-subunit),S_Phosphate_and_sulfur
BSU11420,True,True,True,trpS,tryptophanyl-tRNA synthetase,Expression
BSU33430,False,True,True,cysI,sulfite reductaseassimilatory sulfite reductase (hemoprotein beta-subunit),S_Phosphate_and_sulfur
BSU37070,True,True,True,rpmEA,ribosomal protein L31,Expression
BSU28630,True,True,True,pheT,phenylalanyl-tRNA synthetase (beta subunit)phenylalanyl-tRNA synthetase,Expression
BSU04000,False,False,False,ycsA,putative tartrate dehydrogenase,S_Carbohydrates_and_related_molecules
BSU01210,True,True,True,rplV,ribosomal protein L22 (BL17),Expression
BSU01180,True,True,True,rplW,ribosomal protein L23,Expression
BSU01250,True,True,True,rpsQ,ribosomal protein S17 (BS16),Expression
BSU01230,True,True,True,rplP,ribosomal protein L16,Expression
BSU01220,True,True,True,rpsC,ribosomal protein S3 (BS3),Expression
BSU01240,True,True,True,rpmC,ribosomal protein L29,Expression
BSU01270,True,True,True,rplX,ribosomal protein L24 (BL23),Expression
BSU01260,True,True,True,rplNA,ribosomal protein L14,Expression
BSU01200,True,True,True,rpsS,ribosomal protein S19 (BS19),Expression
BSU01190,True,True,True,rplB,ribosomal protein L2 (BL2),Expression
BSU01370,False,False,True,adk,adenylate kinase,S_Nucleotides_and_nucleic_acids
BSU01290,True,True,True,rpsNA,ribosomal protein S14,Expression
BSU01340,True,True,True,rpmD,ribosomal protein L30 (BL27),Expression
BSU01280,True,True,True,rplE,ribosomal protein L5 (BL6),Expression
BSU01320,True,True,True,rplR,ribosomal protein L18,Expression
BSU01330,True,True,True,rpsE,ribosomal protein S5,Expression
BSU01310,True,True,True,rplF,ribosomal protein L6 (BL8),Expression
BSU01300,True,True,True,rpsH,ribosomal protein S8 (BS8),Expression
BSU01350,True,True,True,rplO,ribosomal protein L15,Expression
BSU01360,True,True,True,secY,preprotein translocase subunit,Expression
BSU01380,True,True,True,mapA,methionine aminopeptidase,Expression
BSU02630,False,False,False,tatAD,component of the twin-arginine pre-protein translocation pathway,Expression
BSU02640,False,False,False,tatCD,component of the twin-arginine pre-protein translocation pathway,Expression
BSU04560,False,True,True,ddlA,D-alanyl-D-alanine ligase A,S_Cell_wall
BSU04570,False,True,True,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanine ligase",S_Cell_wall
BSU04620,False,False,False,acpS,holo-acyl carrier protein synthase (phosphopantetheinyl transferase),S_Lipids
BSU01390,True,True,True,infA,initiation factor IF-I,Expression
BSU01400,True,True,True,rpmJ,ribosomal protein L36 (ribosomal protein B),Expression
BSU04640,False,True,True,alrA,D-alanine racemase,S_Amino_acids_and_related_molecules
BSU01420,True,True,True,rpsK,ribosomal protein S11 (BS11),Expression
BSU01430,True,True,True,rpoA,"RNA polymerase, &sigma;VRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;KRNA polymerase, &sigma;WRNA polymerase, &sigma;IRNA polymerase, ECF-type &sigma;RNA polymerase, &sigma;BRNA polymerase, &sigma;XRNA polymerase, core enzymeRNA polymerase, &sigma;ARNA polymerase, &sigma;ZRNA polymerase, &sigma;ERNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;GRNA polymerase, &sigma;YRNA polymerase, &sigma;HRNA polymerase, &sigma;DRNA polymerase, &sigma;LRNA polymerase (alpha subunit)",Expression
BSU01410,True,True,True,rpsM,ribosomal protein S13,Expression
BSU01490,True,True,True,rplM,ribosomal protein L13,Expression
BSU01500,True,True,True,rpsI,ribosomal protein S9,Expression
BSU05900,False,False,False,thiL,thiamine monophosphate kinase,S_Coenzymes_and_prosthetic_groups
BSU01440,True,True,True,rplQ,ribosomal protein L17 (BL15),Expression
BSU05980,False,False,False,tatAY,component of the twin-arginine pre-protein translocation pathway,Expression
BSU05990,False,False,False,tatCY,component of the twin-arginine pre-protein translocation pathway,Expression
BSU06170,False,False,False,ydjE,putative sugar kinase (ribokinase family); prophage region 3,S_Carbohydrates_and_related_molecules
BSU08710,False,False,False,gsaB,"glutamate-1-semialdehyde aminotransferase, class III aminotransferase",S_Coenzymes_and_prosthetic_groups
BSU08790,False,False,False,thiC,phosphomethylpyrimidine synthase monomerphosphomethylpyrimidine synthase,S_Coenzymes_and_prosthetic_groups
BSU09240,False,False,False,glpW,promiscuous phosphoglycolate phosphatase / glycerol-3-phosphate phosphatase / 2-deoxyglucose-6-phosphatase,S_Carbohydrates_and_related_molecules
BSU09570,False,False,False,yhdR,phenylalanine aminotransferase,Expression
BSU09310,False,False,False,pgcA,alpha-phosphoglucomutase,S_Carbohydrates_and_related_molecules
BSU10020,False,False,True,serC,phosphoserine aminotransferase,S_Amino_acids_and_related_molecules
BSU10360,False,False,False,yhfT,putative long-chain fatty-acid-CoA ligase (proofreading for biotin synthesis),S_Lipids
BSU11610,False,False,False,ppnKA,inorganic polyphosphate/ATP-NAD kinase (quinolate activated),S_Nucleotides_and_nucleic_acids
BSU06670,True,True,True,gatC,glutamyl-tRNA(Gln) amidotransferaseglutamyl-tRNA(Gln) amidotransferase (subunit C),Expression
BSU06690,True,True,True,gatB,glutamyl-tRNA(Gln) amidotransferase (subunit B)glutamyl-tRNA(Gln) amidotransferase,Expression
BSU06680,True,True,True,gatA,glutamyl-tRNA(Gln) amidotransferase (subunit A)glutamyl-tRNA(Gln) amidotransferase,Expression
BSU06730,True,True,True,rlmCD,23S rRNA m<sup>5</sup>U747/m<sup>5</sup>U1939 RNA methyltransferase,Expression
BSU28390,False,False,False,rcmE,glutamate racemase,S_Amino_acids_and_related_molecules
BSU29050,False,False,False,ytbE,promiscuous aldo/keto reductase,S_Carbohydrates_and_related_molecules
BSU29450,False,True,True,argG,argininosuccinate synthase,S_Amino_acids_and_related_molecules
BSU30870,False,False,False,ytcB,putative UDP-glucose epimerase,S_Carbohydrates_and_related_molecules
BSU28680,False,False,False,glcD,glycolate oxidase subunitglycolate oxidase,S_Carbohydrates_and_related_molecules
BSU31060,False,False,False,gbsA,"glycine betaine aldehyde dehydrogenase, NAD+-dependent",S_Other_function
BSU29440,False,True,True,argH,argininosuccinate lyase,S_Amino_acids_and_related_molecules
BSU31050,False,False,False,gbsB,choline dehydrogenase,S_Other_function
BSU31760,False,False,False,pncA,nicotinamidase; NAD salvage pathway,S_Coenzymes_and_prosthetic_groups
BSU31400,False,True,True,yugH,putative aspartate aminotransferase,S_Amino_acids_and_related_molecules
BSU31150,False,True,True,uppP,undecaprenyl-pyrophosphate phosphatase,S_Cell_wall
BSU32170,False,True,True,dapF,diaminopimelate epimerase,S_Amino_acids_and_related_molecules
BSU32100,False,False,False,yumB,putative NAD-disulfide oxidoreductase,S_Membrane_bioenergetics
BSU33170,False,True,True,yvrB,putative vitamin B12 permease,
BSU34550,False,False,False,mdxM,bifunctional beta-phosphoglucomutase / glucose-1-phosphate phosphodismutase,S_Carbohydrates_and_related_molecules
BSU32680,False,True,True,sufU,iron-sulfur cluster assembly sulfur-transfer protein (Zn(2+)-dependent),Expression
BSU34560,False,False,False,mdxL,"oligo-1,4-1,6-alpha-glucosidase (sucrase-maltase-isomaltase)",S_Carbohydrates_and_related_molecules
BSU34860,False,True,True,hisIE,bifunctional phosphoribosyl-AMP cyclohydrolase; phosphoribosyl-ATP pyrophosphohydrolase,S_Amino_acids_and_related_molecules
BSU34570,False,False,False,mdxK,maltose phosphorylase,S_Carbohydrates_and_related_molecules
BSU34880,False,True,True,hisA,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,S_Amino_acids_and_related_molecules
BSU34890,False,True,True,hisH,"imidazole glycerol phosphate synthaseimidazole glycerol phosphate synthase, glutamine amidotransferase subunit",S_Amino_acids_and_related_molecules
BSU34790,False,False,False,trxB,thioredoxin reductase,S_Membrane_bioenergetics
BSU34870,False,True,True,hisF,imidazole glycerol phosphate synthaseimidazole glycerol phosphate synthase subunit,S_Amino_acids_and_related_molecules
BSU34900,False,True,True,hisB,imidazoleglycerol-phosphate dehydratase [Mn(II)-dependent],S_Amino_acids_and_related_molecules
BSU34910,False,True,True,hisD,histidinol dehydrogenase,S_Amino_acids_and_related_molecules
BSU34920,False,True,True,hisG,ATP phosphoribosyltransferase,S_Amino_acids_and_related_molecules
BSU36370,False,False,False,fabZ,beta-hydroxyacyl-[acyl carrier protein] dehydratase,S_Lipids
BSU28370,True,True,True,rph,ribonuclease PH,Expression
BSU30690,True,True,True,ytiB,carbonic anhydrase,S_Other_function
BSU36710,False,False,False,fdhD,protein sulfur transferase involved in molybdenum cofactor synthesis,S_Membrane_bioenergetics
BSU37060,False,False,False,tdk,thymidine kinase,S_Nucleotides_and_nucleic_acids
BSU37100,False,False,False,murAB,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,S_Cell_wall
BSU37190,False,False,False,clsB,minor cardiolipin synthetase (phospholipase D family),S_Lipids
BSU37240,False,False,False,clsC,minor cardiolipin synthetase,S_Lipids
BSU40850,False,False,False,maa,maltose O-acetyltransferase,S_Carbohydrates_and_related_molecules
BSU35530,True,False,True,tagO,UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase,S_Cell_wall
BSU35710,True,False,True,tagG,wall teichoic acid ABC transporterwall teichoic acid ABC transporter membrane subunit,S_Cell_wall
BSU35680,True,False,True,ggaB,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase,S_Cell_wall
BSU35690,True,False,True,ggaA,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase (missing signal peptide),S_Cell_wall
BSU35700,True,False,True,tagH,wall teichoic acid ABC transporterwall teichoic acid ABC transporter ATP-binding protein,S_Cell_wall
BSU37010,True,True,True,prfA,peptide chain release factor 1,Expression
BSU37080,True,True,True,rho,transcriptional terminator Rho,Expression
BSU41050,True,True,True,rnpA,protein component of ribonuclease P (RNase P) (substrate specificity)ribonuclease P,Expression
BSU05340,,False,False,arsF,arsenite/antimonite/H+ antiporter,S_Transport
BSU05830,,False,False,gmuC,oligo-&alpha;-mannoside phosphotransferase systemoligo-alpha-mannoside phosphotransferase system enzyme IIC,S_Transport
BSU05810,,False,False,gmuB,oligo-alpha-mannoside phosphotransferase system enzyme IIBoligo-&alpha;-mannoside phosphotransferase system,S_Transport
BSU05820,,False,False,gmuA,oligo-alpha-mannoside phosphotransferase system enzyme IIAoligo-&alpha;-mannoside phosphotransferase system,S_Transport
BSU06160,,False,False,gutP,H+-glucitol symporter; prophage region 3,S_Transport
BSU06230,,False,False,iolT,myo-inositol transporter,S_Transport
BSU06310,,False,False,gabP,gamma-aminobutyrate (GABA) permease; proline permease,S_Transport
BSU06370,,False,False,pbuG,hypoxanthine/guanine permease,S_Transport
BSU06660,,False,False,opuE,proline transporter,S_Transport
BSU06970,,False,False,yesO,putative carbohydrate ABC transporterrhamnogalacturonan trisaccharide-binding lipoprotein,S_Transport
BSU06980,,False,False,rhgP,putative carbohydrate ABC transporterputative carbohydrate ABC transporter membrane subunit YesP,S_Transport
BSU06990,,False,False,rhgQ,putative carbohydrate ABC transporter membrane subunit YesQputative carbohydrate ABC transporter,S_Transport
BSU07490,,False,False,fecF,ferric citrate ABC transporter ATP-binding proteinferric citrate ABC transporter,S_Transport
BSU07500,,False,False,fecE,ferric citrate ABC transporter membrane subunit YfmEferric citrate ABC transporter,S_Transport
BSU07510,,False,False,fecD,ferric citrate ABC transporter membrane subunit YfmDferric citrate ABC transporter,S_Transport
BSU07520,,False,False,fecC,ferric citrate ABC transporter substrate-binding lipoproteinferric citrate ABC transporter,S_Transport
BSU07570,,False,False,maeS,malate (2-oxoglutarate) transporter,S_Transport
BSU07610,,False,False,citM,transporter of divalent metal ions/citrate complexes,S_Transport
BSU07700,,False,False,nagP,phosphotransferase system (PTS) N-acetylglucosamine-specific enzyme IICB component,S_Transport
BSU07800,,False,False,treP,phosphotransferase system (PTS) trehalose-specific enzyme IIBC component,S_Transport
BSU07920,,False,False,chaA,Ca<sup>2+</sup>/H<sup>+</sup> antiporter,S_Transport
BSU08000,,False,False,yfjQ,CorA-family transporter YfjQ,S_Transport
BSU08200,,False,False,malP,phosphotransferase system (PTS) maltose-specific enzyme IICB component,S_Transport
BSU08440,,False,False,sxzY,xenosiderophore schizokinen (dihydroxamate) transporter binding lipoprotein,S_Transport
BSU08450,,False,False,sxzZ,xenosiderophore schizokinen (dihydroxamate) transporter (permease),S_Transport
BSU08460,,False,False,sxzA,xenosiderophore schizokinen (dihydroxamate) transporter (permease),S_Transport
BSU08830,,False,False,ssuB,"aliphatic sulfonate ABC transporteraliphatic sulfonate ABC transporter, ATP-binding subunit",S_Transport
BSU28740,,False,False,araP,arabinose/arabinan permease,S_Transport
BSU28730,,False,False,araQ,arabinose/arabinan permease,S_Transport
BSU28750,,False,False,araN,sugar-binding lipoprotein,S_Transport
BSU28900,,False,False,pftB,pyruvate import system subunit Bpyruvate transporter,S_Transport
BSU28910,,False,False,pftA,pyruvate transporterpyruvate uptake system subunit A,S_Transport
BSU29340,,False,False,tcyN,S-alkyl cysteine ABC transporterS-alkyl cysteine ABC transporter ATP-binding protein TcyN,S_Transport
BSU29350,,False,False,tcyM,S-alkyl cysteine ABC transporterS-alkyl cysteine ABC transporter membrane subunit TcyM,S_Transport
